epoch,original_stage,original_binary,auto_suggestion,final_binary,corrected
1044,Non-REM,Non-REM,Non-REM,Non-REM,False
1045,Non-REM,Non-REM,Non-REM,Non-REM,False
1046,Non-REM,Non-REM,Non-REM,Non-REM,False
1047,Non-REM,Non-REM,Non-REM,Non-REM,False
1048,Non-REM,Non-REM,Non-REM,Non-REM,False
1049,Non-REM,Non-REM,REM,Non-REM,False
1050,REM,REM,Non-REM,REM,False
1051,Non-REM,Non-REM,Non-REM,Non-REM,False
1052,REM,REM,Non-REM,REM,False
1053,Non-REM,Non-REM,Non-REM,Non-REM,False
1054,REM,REM,Non-REM,REM,False
1055,Non-REM,Non-REM,Non-REM,Non-REM,False
1056,Non-REM,Non-REM,REM,Non-REM,False
1057,Non-REM,Non-REM,Non-REM,Non-REM,False
1058,Non-REM,Non-REM,Non-REM,Non-REM,False
1059,Non-REM,Non-REM,Non-REM,Non-REM,False
1060,Non-REM,Non-REM,Non-REM,Non-REM,False
1061,Non-REM,Non-REM,Non-REM,Non-REM,False
1062,REM,REM,Non-REM,REM,False
1063,Non-REM,Non-REM,Non-REM,Non-REM,False
1064,Non-REM,Non-REM,REM,REM,True
1065,Non-REM,Non-REM,REM,Non-REM,False
1066,REM,REM,Non-REM,REM,False
1067,Non-REM,Non-REM,Non-REM,Non-REM,False
1068,Non-REM,Non-REM,Non-REM,Non-REM,False
1069,Non-REM,Non-REM,Non-REM,Non-REM,False
1070,REM,REM,Non-REM,REM,False
1071,Non-REM,Non-REM,Non-REM,Non-REM,False
1072,Non-REM,Non-REM,Non-REM,Non-REM,False
1073,Non-REM,Non-REM,Non-REM,Non-REM,False
1074,Non-REM,Non-REM,Non-REM,Non-REM,False
1075,Non-REM,Non-REM,Non-REM,Non-REM,False
1076,REM,REM,Non-REM,REM,False
1077,Non-REM,Non-REM,Non-REM,Non-REM,False
1078,REM,REM,REM,REM,False
1079,Non-REM,Non-REM,REM,Non-REM,False
1080,Non-REM,Non-REM,Non-REM,Non-REM,False
1081,Non-REM,Non-REM,Non-REM,Non-REM,False
1082,REM,REM,Non-REM,REM,False
1083,Non-REM,Non-REM,Non-REM,Non-REM,False
1084,Non-REM,Non-REM,Non-REM,Non-REM,False
1085,Non-REM,Non-REM,Non-REM,Non-REM,False
1086,Non-REM,Non-REM,Non-REM,Non-REM,False
1087,Non-REM,Non-REM,Non-REM,Non-REM,False
1088,REM,REM,Non-REM,REM,False
1089,Non-REM,Non-REM,Non-REM,Non-REM,False
1090,REM,REM,Non-REM,REM,False
1091,Non-REM,Non-REM,Non-REM,Non-REM,False
1092,REM,REM,Non-REM,REM,False
1093,Non-REM,Non-REM,Non-REM,Non-REM,False
1094,REM,REM,REM,REM,False
1095,Non-REM,Non-REM,Non-REM,Non-REM,False
1096,Non-REM,Non-REM,Non-REM,Non-REM,False
1097,Non-REM,Non-REM,Non-REM,Non-REM,False
1098,REM,REM,Non-REM,REM,False
1099,Non-REM,Non-REM,REM,Non-REM,False
1100,Non-REM,Non-REM,Non-REM,Non-REM,False
1101,Non-REM,Non-REM,Non-REM,Non-REM,False
1102,Non-REM,Non-REM,Non-REM,Non-REM,False
1103,Non-REM,Non-REM,Non-REM,Non-REM,False
1104,Non-REM,Non-REM,Non-REM,Non-REM,False
1105,Non-REM,Non-REM,REM,Non-REM,False
1106,REM,REM,Non-REM,REM,False
1107,Non-REM,Non-REM,REM,Non-REM,False
1108,Non-REM,Non-REM,REM,Non-REM,False
1109,Non-REM,Non-REM,Non-REM,Non-REM,False
1110,Non-REM,Non-REM,Non-REM,Non-REM,False
1111,Non-REM,Non-REM,Non-REM,Non-REM,False
1112,Non-REM,Non-REM,Non-REM,Non-REM,False
1113,Non-REM,Non-REM,REM,Non-REM,False
1114,Non-REM,Non-REM,Non-REM,Non-REM,False
1115,Non-REM,Non-REM,REM,Non-REM,False
1116,Non-REM,Non-REM,Non-REM,Non-REM,False
1117,Non-REM,Non-REM,Non-REM,Non-REM,False
1118,REM,REM,Non-REM,REM,False
1119,Non-REM,Non-REM,REM,Non-REM,False
1120,Non-REM,Non-REM,REM,Non-REM,False
1121,Non-REM,Non-REM,REM,Non-REM,False
1122,Non-REM,Non-REM,Non-REM,Non-REM,False
1123,Non-REM,Non-REM,Non-REM,Non-REM,False
1124,Non-REM,Non-REM,Non-REM,Non-REM,False
1125,Non-REM,Non-REM,REM,REM,True
1126,Non-REM,Non-REM,REM,Non-REM,False
1127,Non-REM,Non-REM,REM,Non-REM,False
1128,REM,REM,Non-REM,REM,False
1129,Non-REM,Non-REM,REM,Non-REM,False
1130,REM,REM,REM,REM,False
1131,Non-REM,Non-REM,REM,Non-REM,False
1132,Non-REM,Non-REM,Non-REM,Non-REM,False
1133,Non-REM,Non-REM,Non-REM,Non-REM,False
1134,Non-REM,Non-REM,Non-REM,Non-REM,False
1135,Non-REM,Non-REM,Non-REM,Non-REM,False
1136,Non-REM,Non-REM,Non-REM,Non-REM,False
1137,Non-REM,Non-REM,REM,Non-REM,False
1138,Non-REM,Non-REM,Non-REM,Non-REM,False
1139,Non-REM,Non-REM,Non-REM,Non-REM,False
1140,Non-REM,Non-REM,Non-REM,Non-REM,False
1141,Non-REM,Non-REM,REM,Non-REM,False
1142,Non-REM,Non-REM,Non-REM,Non-REM,False
1143,Non-REM,Non-REM,Non-REM,Non-REM,False
1144,Non-REM,Non-REM,Non-REM,Non-REM,False
1145,Non-REM,Non-REM,Non-REM,Non-REM,False
1146,Non-REM,Non-REM,Non-REM,Non-REM,False
1147,Non-REM,Non-REM,Non-REM,Non-REM,False
1148,Non-REM,Non-REM,Non-REM,Non-REM,False
1149,Non-REM,Non-REM,Non-REM,Non-REM,False
1150,Non-REM,Non-REM,REM,Non-REM,False
1151,Non-REM,Non-REM,Non-REM,Non-REM,False
1152,Non-REM,Non-REM,REM,Non-REM,False
1153,Non-REM,Non-REM,REM,Non-REM,False
1154,Non-REM,Non-REM,Non-REM,Non-REM,False
1155,Non-REM,Non-REM,Non-REM,Non-REM,False
1156,REM,REM,Non-REM,REM,False
1157,Non-REM,Non-REM,Non-REM,Non-REM,False
1158,Non-REM,Non-REM,Non-REM,Non-REM,False
1159,Non-REM,Non-REM,Non-REM,Non-REM,False
1160,Non-REM,Non-REM,Non-REM,Non-REM,False
1161,Non-REM,Non-REM,Non-REM,Non-REM,False
1162,REM,REM,REM,REM,False
1163,Non-REM,Non-REM,Non-REM,Non-REM,False
1164,Non-REM,Non-REM,REM,Non-REM,False
1165,Non-REM,Non-REM,REM,Non-REM,False
1166,Non-REM,Non-REM,REM,Non-REM,False
1167,Non-REM,Non-REM,Non-REM,Non-REM,False
1168,Non-REM,Non-REM,REM,Non-REM,False
1169,Non-REM,Non-REM,Non-REM,Non-REM,False
1170,REM,REM,REM,REM,False
1171,Non-REM,Non-REM,REM,Non-REM,False
1172,Non-REM,Non-REM,Non-REM,Non-REM,False
1173,Non-REM,Non-REM,Non-REM,Non-REM,False
1174,Non-REM,Non-REM,Non-REM,Non-REM,False
1175,Non-REM,Non-REM,Non-REM,Non-REM,False
1176,Non-REM,Non-REM,Non-REM,Non-REM,False
1177,Non-REM,Non-REM,Non-REM,Non-REM,False
1178,Non-REM,Non-REM,REM,Non-REM,False
1179,Non-REM,Non-REM,Non-REM,Non-REM,False
1180,Non-REM,Non-REM,Non-REM,Non-REM,False
1181,Non-REM,Non-REM,REM,Non-REM,False
1182,Non-REM,Non-REM,Non-REM,Non-REM,False
1183,Non-REM,Non-REM,REM,Non-REM,False
1184,Non-REM,Non-REM,Non-REM,Non-REM,False
1185,Non-REM,Non-REM,Non-REM,Non-REM,False
1186,Non-REM,Non-REM,Non-REM,Non-REM,False
1187,Non-REM,Non-REM,Non-REM,Non-REM,False
1188,Non-REM,Non-REM,REM,Non-REM,False
1189,Non-REM,Non-REM,Non-REM,Non-REM,False
1190,Non-REM,Non-REM,REM,Non-REM,False
1191,Non-REM,Non-REM,REM,Non-REM,False
1192,Non-REM,Non-REM,REM,Non-REM,False
1193,Non-REM,Non-REM,REM,Non-REM,False
1194,Non-REM,Non-REM,REM,Non-REM,False
1195,Non-REM,Non-REM,REM,Non-REM,False
1196,Non-REM,Non-REM,REM,Non-REM,False
1197,Non-REM,Non-REM,REM,REM,True
1198,Non-REM,Non-REM,REM,Non-REM,False
1199,Non-REM,Non-REM,Non-REM,Non-REM,False
1200,REM,REM,Non-REM,REM,False
1201,Non-REM,Non-REM,Non-REM,Non-REM,False
1202,REM,REM,Non-REM,REM,False
1203,Non-REM,Non-REM,REM,Non-REM,False
1204,Non-REM,Non-REM,Non-REM,Non-REM,False
1205,Non-REM,Non-REM,Non-REM,Non-REM,False
1206,Non-REM,Non-REM,Non-REM,Non-REM,False
1207,Non-REM,Non-REM,Non-REM,Non-REM,False
1208,Non-REM,Non-REM,Non-REM,Non-REM,False
1209,Non-REM,Non-REM,Non-REM,Non-REM,False
1210,Non-REM,Non-REM,REM,REM,True
1211,Non-REM,Non-REM,REM,Non-REM,False
1212,Non-REM,Non-REM,Non-REM,Non-REM,False
1213,Non-REM,Non-REM,Non-REM,Non-REM,False
1214,Non-REM,Non-REM,Non-REM,Non-REM,False
1215,Non-REM,Non-REM,REM,Non-REM,False
1216,Non-REM,Non-REM,Non-REM,Non-REM,False
1217,Non-REM,Non-REM,Non-REM,Non-REM,False
1218,Non-REM,Non-REM,REM,Non-REM,False
1219,Non-REM,Non-REM,Non-REM,Non-REM,False
1220,Non-REM,Non-REM,Non-REM,Non-REM,False
1221,Non-REM,Non-REM,REM,Non-REM,False
1222,Non-REM,Non-REM,Non-REM,Non-REM,False
1223,Non-REM,Non-REM,REM,Non-REM,False
1224,Non-REM,Non-REM,Non-REM,Non-REM,False
1225,Non-REM,Non-REM,REM,Non-REM,False
1226,Non-REM,Non-REM,Non-REM,Non-REM,False
1227,Non-REM,Non-REM,Non-REM,Non-REM,False
1228,Non-REM,Non-REM,REM,Non-REM,False
1229,Non-REM,Non-REM,REM,REM,True
1230,Non-REM,Non-REM,REM,Non-REM,False
1231,Non-REM,Non-REM,Non-REM,Non-REM,False
1232,Non-REM,Non-REM,REM,Non-REM,False
1233,Non-REM,Non-REM,REM,Non-REM,False
1234,Non-REM,Non-REM,Non-REM,Non-REM,False
1235,Non-REM,Non-REM,Non-REM,Non-REM,False
1236,Non-REM,Non-REM,REM,Non-REM,False
1237,Non-REM,Non-REM,Non-REM,Non-REM,False
1238,Non-REM,Non-REM,Non-REM,Non-REM,False
1239,Non-REM,Non-REM,Non-REM,Non-REM,False
1240,Non-REM,Non-REM,Non-REM,Non-REM,False
1241,Non-REM,Non-REM,REM,Non-REM,False
1242,Non-REM,Non-REM,Non-REM,Non-REM,False
1243,Non-REM,Non-REM,Non-REM,Non-REM,False
1244,Non-REM,Non-REM,Non-REM,Non-REM,False
1245,Non-REM,Non-REM,Non-REM,Non-REM,False
1246,Non-REM,Non-REM,Non-REM,Non-REM,False
1247,Non-REM,Non-REM,Non-REM,Non-REM,False
1248,Non-REM,Non-REM,Non-REM,Non-REM,False
1249,Non-REM,Non-REM,REM,REM,True
1250,Non-REM,Non-REM,REM,Non-REM,False
1251,Non-REM,Non-REM,REM,Non-REM,False
1252,Non-REM,Non-REM,REM,Non-REM,False
1253,Non-REM,Non-REM,Non-REM,Non-REM,False
1254,Non-REM,Non-REM,Non-REM,Non-REM,False
1255,Non-REM,Non-REM,REM,Non-REM,False
1256,Non-REM,Non-REM,Non-REM,Non-REM,False
1257,Non-REM,Non-REM,Non-REM,Non-REM,False
1258,Non-REM,Non-REM,Non-REM,Non-REM,False
1259,Non-REM,Non-REM,Non-REM,Non-REM,False
1260,REM,REM,REM,REM,False
1261,Non-REM,Non-REM,Non-REM,Non-REM,False
1262,Non-REM,Non-REM,REM,Non-REM,False
1263,Non-REM,Non-REM,Non-REM,Non-REM,False
1264,Non-REM,Non-REM,Non-REM,Non-REM,False
1265,Non-REM,Non-REM,Non-REM,Non-REM,False
1266,Non-REM,Non-REM,Non-REM,Non-REM,False
1267,Non-REM,Non-REM,REM,Non-REM,False
1268,Non-REM,Non-REM,REM,Non-REM,False
1269,Non-REM,Non-REM,Non-REM,Non-REM,False
1270,Non-REM,Non-REM,Non-REM,Non-REM,False
1271,Non-REM,Non-REM,REM,Non-REM,False
1272,Non-REM,Non-REM,REM,Non-REM,False
1273,Non-REM,Non-REM,Non-REM,Non-REM,False
1274,REM,REM,Non-REM,REM,False
1275,Non-REM,Non-REM,Non-REM,Non-REM,False
1276,Non-REM,Non-REM,REM,Non-REM,False
1277,Non-REM,Non-REM,REM,Non-REM,False
1278,Non-REM,Non-REM,Non-REM,Non-REM,False
1279,Non-REM,Non-REM,REM,Non-REM,False
1280,Non-REM,Non-REM,REM,Non-REM,False
1281,Non-REM,Non-REM,Non-REM,Non-REM,False
1282,Non-REM,Non-REM,REM,Non-REM,False
1283,Non-REM,Non-REM,REM,Non-REM,False
1284,Non-REM,Non-REM,REM,Non-REM,False
1285,Non-REM,Non-REM,Non-REM,Non-REM,False
1286,Non-REM,Non-REM,REM,Non-REM,False
1287,Non-REM,Non-REM,Non-REM,Non-REM,False
1288,Non-REM,Non-REM,Non-REM,Non-REM,False
1289,Non-REM,Non-REM,Non-REM,Non-REM,False
1290,Non-REM,Non-REM,Non-REM,Non-REM,False
1291,Non-REM,Non-REM,Non-REM,Non-REM,False
1292,Non-REM,Non-REM,REM,REM,True
1293,Non-REM,Non-REM,REM,Non-REM,False
1294,Non-REM,Non-REM,Non-REM,Non-REM,False
1295,Non-REM,Non-REM,REM,Non-REM,False
1296,Non-REM,Non-REM,REM,Non-REM,False
1297,Non-REM,Non-REM,REM,Non-REM,False
1298,Non-REM,Non-REM,REM,Non-REM,False
1299,Non-REM,Non-REM,REM,Non-REM,False
1300,REM,REM,Non-REM,REM,False
1301,Non-REM,Non-REM,Non-REM,Non-REM,False
1302,REM,REM,Non-REM,REM,False
1303,Non-REM,Non-REM,Non-REM,Non-REM,False
1304,Non-REM,Non-REM,REM,Non-REM,False
1305,Non-REM,Non-REM,REM,REM,True
1306,Non-REM,Non-REM,REM,Non-REM,False
1307,Non-REM,Non-REM,REM,Non-REM,False
1308,Non-REM,Non-REM,REM,Non-REM,False
1309,Non-REM,Non-REM,REM,Non-REM,False
1310,Non-REM,Non-REM,Non-REM,Non-REM,False
1311,Non-REM,Non-REM,REM,Non-REM,False
1312,Non-REM,Non-REM,REM,Non-REM,False
1313,Non-REM,Non-REM,Non-REM,Non-REM,False
1314,Non-REM,Non-REM,Non-REM,Non-REM,False
1315,Non-REM,Non-REM,Non-REM,Non-REM,False
1316,Non-REM,Non-REM,Non-REM,Non-REM,False
1317,Non-REM,Non-REM,Non-REM,Non-REM,False
1318,Non-REM,Non-REM,Non-REM,Non-REM,False
1319,Non-REM,Non-REM,REM,Non-REM,False
1320,Non-REM,Non-REM,REM,Non-REM,False
1321,Non-REM,Non-REM,REM,Non-REM,False
1322,REM,REM,REM,REM,False
1323,Non-REM,Non-REM,Non-REM,Non-REM,False
1324,Non-REM,Non-REM,Non-REM,Non-REM,False
1325,Non-REM,Non-REM,Non-REM,Non-REM,False
1326,Non-REM,Non-REM,Non-REM,Non-REM,False
1327,Non-REM,Non-REM,Non-REM,Non-REM,False
1328,Non-REM,Non-REM,REM,Non-REM,False
1329,Non-REM,Non-REM,Non-REM,Non-REM,False
1330,REM,REM,Non-REM,REM,False
1331,Non-REM,Non-REM,Non-REM,Non-REM,False
1332,Non-REM,Non-REM,Non-REM,Non-REM,False
1333,Non-REM,Non-REM,REM,Non-REM,False
1334,Non-REM,Non-REM,REM,Non-REM,False
1335,Non-REM,Non-REM,REM,Non-REM,False
1336,Non-REM,Non-REM,Non-REM,Non-REM,False
1337,Non-REM,Non-REM,REM,Non-REM,False
1338,REM,REM,REM,REM,False
1339,Non-REM,Non-REM,Non-REM,Non-REM,False
1340,Non-REM,Non-REM,REM,Non-REM,False
1341,Non-REM,Non-REM,REM,Non-REM,False
1342,Non-REM,Non-REM,REM,Non-REM,False
1343,Non-REM,Non-REM,REM,Non-REM,False
1344,Non-REM,Non-REM,Non-REM,Non-REM,False
1345,Non-REM,Non-REM,Non-REM,Non-REM,False
1346,Non-REM,Non-REM,Non-REM,Non-REM,False
1347,Non-REM,Non-REM,Non-REM,Non-REM,False
1348,Non-REM,Non-REM,Non-REM,Non-REM,False
1349,Non-REM,Non-REM,Non-REM,Non-REM,False
1350,Non-REM,Non-REM,Non-REM,Non-REM,False
1351,Non-REM,Non-REM,Non-REM,Non-REM,False
1352,Non-REM,Non-REM,Non-REM,Non-REM,False
1353,Non-REM,Non-REM,Non-REM,Non-REM,False
1354,Non-REM,Non-REM,Non-REM,Non-REM,False
1355,Non-REM,Non-REM,REM,Non-REM,False
1356,Non-REM,Non-REM,Non-REM,Non-REM,False
1357,Non-REM,Non-REM,Non-REM,Non-REM,False
1358,Non-REM,Non-REM,Non-REM,Non-REM,False
1359,Non-REM,Non-REM,Non-REM,Non-REM,False
1360,Non-REM,Non-REM,Non-REM,Non-REM,False
1361,Non-REM,Non-REM,Non-REM,Non-REM,False
1362,Non-REM,Non-REM,Non-REM,Non-REM,False
1363,Non-REM,Non-REM,Non-REM,Non-REM,False
1364,REM,REM,Non-REM,REM,False
1365,Non-REM,Non-REM,Non-REM,Non-REM,False
1366,Non-REM,Non-REM,Non-REM,Non-REM,False
1367,Non-REM,Non-REM,REM,Non-REM,False
1368,Non-REM,Non-REM,REM,Non-REM,False
1369,Non-REM,Non-REM,Non-REM,Non-REM,False
1370,Non-REM,Non-REM,Non-REM,Non-REM,False
1371,Non-REM,Non-REM,Non-REM,Non-REM,False
1372,Non-REM,Non-REM,Non-REM,Non-REM,False
1373,Non-REM,Non-REM,Non-REM,Non-REM,False
1374,Non-REM,Non-REM,Non-REM,Non-REM,False
1375,Non-REM,Non-REM,Non-REM,Non-REM,False
1376,Non-REM,Non-REM,REM,Non-REM,False
1377,Non-REM,Non-REM,REM,Non-REM,False
1378,Non-REM,Non-REM,Non-REM,Non-REM,False
1379,Non-REM,Non-REM,Non-REM,Non-REM,False
1380,Non-REM,Non-REM,Non-REM,Non-REM,False
1381,Non-REM,Non-REM,REM,Non-REM,False
1382,Non-REM,Non-REM,Non-REM,Non-REM,False
1383,Non-REM,Non-REM,Non-REM,Non-REM,False
1384,REM,REM,Non-REM,REM,False
1385,Non-REM,Non-REM,Non-REM,Non-REM,False
1386,REM,REM,Non-REM,REM,False
1387,Non-REM,Non-REM,Non-REM,Non-REM,False
1388,Non-REM,Non-REM,Non-REM,Non-REM,False
1389,Non-REM,Non-REM,Non-REM,Non-REM,False
1390,Non-REM,Non-REM,Non-REM,Non-REM,False
1391,Non-REM,Non-REM,Non-REM,Non-REM,False
1392,Non-REM,Non-REM,Non-REM,Non-REM,False
1393,Non-REM,Non-REM,REM,Non-REM,False
1394,Non-REM,Non-REM,Non-REM,Non-REM,False
1395,Non-REM,Non-REM,Non-REM,Non-REM,False
1396,Non-REM,Non-REM,Non-REM,Non-REM,False
1397,Non-REM,Non-REM,Non-REM,Non-REM,False
1398,Non-REM,Non-REM,Non-REM,Non-REM,False
1399,Non-REM,Non-REM,Non-REM,Non-REM,False
1400,Non-REM,Non-REM,Non-REM,Non-REM,False
1401,Non-REM,Non-REM,Non-REM,Non-REM,False
1402,Non-REM,Non-REM,Non-REM,Non-REM,False
1403,Non-REM,Non-REM,REM,Non-REM,False
1404,Non-REM,Non-REM,REM,Non-REM,False
1405,Non-REM,Non-REM,Non-REM,Non-REM,False
1406,Non-REM,Non-REM,REM,Non-REM,False
1407,Non-REM,Non-REM,REM,Non-REM,False
1408,Non-REM,Non-REM,Non-REM,Non-REM,False
1409,Non-REM,Non-REM,REM,Non-REM,False
1410,REM,REM,REM,REM,False
1411,Non-REM,Non-REM,REM,Non-REM,False
1412,REM,REM,Non-REM,REM,False
1413,Non-REM,Non-REM,REM,Non-REM,False
1414,Non-REM,Non-REM,Non-REM,Non-REM,False
1415,Non-REM,Non-REM,REM,Non-REM,False
1416,Non-REM,Non-REM,Non-REM,Non-REM,False
1417,Non-REM,Non-REM,Non-REM,Non-REM,False
1418,Non-REM,Non-REM,Non-REM,Non-REM,False
1419,Non-REM,Non-REM,REM,Non-REM,False
1420,Non-REM,Non-REM,REM,Non-REM,False
1421,Non-REM,Non-REM,Non-REM,Non-REM,False
1422,Non-REM,Non-REM,Non-REM,Non-REM,False
1423,Non-REM,Non-REM,Non-REM,Non-REM,False
1424,Non-REM,Non-REM,Non-REM,Non-REM,False
1425,Non-REM,Non-REM,REM,Non-REM,False
1426,Non-REM,Non-REM,REM,Non-REM,False
1427,Non-REM,Non-REM,Non-REM,Non-REM,False
1428,Non-REM,Non-REM,Non-REM,Non-REM,False
1429,Non-REM,Non-REM,REM,Non-REM,False
1430,Non-REM,Non-REM,Non-REM,Non-REM,False
1431,Non-REM,Non-REM,Non-REM,Non-REM,False
1432,REM,REM,REM,REM,False
1433,Non-REM,Non-REM,Non-REM,Non-REM,False
1434,Non-REM,Non-REM,Non-REM,Non-REM,False
1435,Non-REM,Non-REM,Non-REM,Non-REM,False
1436,Non-REM,Non-REM,Non-REM,Non-REM,False
1437,Non-REM,Non-REM,Non-REM,Non-REM,False
1438,Non-REM,Non-REM,REM,Non-REM,False
1439,Non-REM,Non-REM,Non-REM,Non-REM,False
1440,Non-REM,Non-REM,Non-REM,Non-REM,False
1441,Non-REM,Non-REM,Non-REM,Non-REM,False
1442,Non-REM,Non-REM,REM,Non-REM,False
1443,Non-REM,Non-REM,Non-REM,Non-REM,False
1444,Non-REM,Non-REM,Non-REM,Non-REM,False
1445,Non-REM,Non-REM,REM,Non-REM,False
1446,Non-REM,Non-REM,Non-REM,Non-REM,False
1447,Non-REM,Non-REM,Non-REM,Non-REM,False
1448,Non-REM,Non-REM,Non-REM,Non-REM,False
1449,Non-REM,Non-REM,Non-REM,Non-REM,False
1450,Non-REM,Non-REM,Non-REM,Non-REM,False
1451,Non-REM,Non-REM,REM,Non-REM,False
1452,Non-REM,Non-REM,Non-REM,Non-REM,False
1453,Non-REM,Non-REM,Non-REM,Non-REM,False
1454,Non-REM,Non-REM,Non-REM,Non-REM,False
1455,Non-REM,Non-REM,REM,Non-REM,False
1456,Non-REM,Non-REM,Non-REM,Non-REM,False
1457,Non-REM,Non-REM,Non-REM,Non-REM,False
1458,Non-REM,Non-REM,Non-REM,Non-REM,False
1459,Non-REM,Non-REM,REM,Non-REM,False
1460,Non-REM,Non-REM,REM,Non-REM,False
1461,Non-REM,Non-REM,REM,Non-REM,False
1462,Non-REM,Non-REM,Non-REM,Non-REM,False
1463,Non-REM,Non-REM,Non-REM,Non-REM,False
1464,Non-REM,Non-REM,Non-REM,Non-REM,False
1465,Non-REM,Non-REM,Non-REM,Non-REM,False
1466,Non-REM,Non-REM,Non-REM,Non-REM,False
1467,Non-REM,Non-REM,Non-REM,Non-REM,False
1468,Non-REM,Non-REM,Non-REM,Non-REM,False
1469,Non-REM,Non-REM,Non-REM,Non-REM,False
1470,Non-REM,Non-REM,Non-REM,Non-REM,False
1471,Non-REM,Non-REM,REM,Non-REM,False
1472,Non-REM,Non-REM,REM,Non-REM,False
1473,Non-REM,Non-REM,Non-REM,Non-REM,False
1474,Non-REM,Non-REM,REM,Non-REM,False
1475,Non-REM,Non-REM,REM,REM,True
1476,Non-REM,Non-REM,Non-REM,Non-REM,False
1477,Non-REM,Non-REM,Non-REM,Non-REM,False
1478,Non-REM,Non-REM,Non-REM,Non-REM,False
1479,Non-REM,Non-REM,Non-REM,Non-REM,False
1480,Non-REM,Non-REM,Non-REM,Non-REM,False
1481,Non-REM,Non-REM,REM,Non-REM,False
1482,Non-REM,Non-REM,Non-REM,Non-REM,False
1483,Non-REM,Non-REM,REM,Non-REM,False
1484,Non-REM,Non-REM,REM,Non-REM,False
1485,Non-REM,Non-REM,Non-REM,Non-REM,False
1486,Non-REM,Non-REM,Non-REM,Non-REM,False
1487,Non-REM,Non-REM,Non-REM,Non-REM,False
1488,Non-REM,Non-REM,Non-REM,Non-REM,False
1489,Non-REM,Non-REM,Non-REM,Non-REM,False
1490,Non-REM,Non-REM,Non-REM,Non-REM,False
1491,Non-REM,Non-REM,Non-REM,Non-REM,False
1492,Non-REM,Non-REM,Non-REM,Non-REM,False
1493,Non-REM,Non-REM,Non-REM,Non-REM,False
1494,Non-REM,Non-REM,Non-REM,Non-REM,False
1495,Non-REM,Non-REM,Non-REM,Non-REM,False
1496,Non-REM,Non-REM,REM,Non-REM,False
1497,Non-REM,Non-REM,Non-REM,Non-REM,False
1498,Non-REM,Non-REM,Non-REM,Non-REM,False
1499,Non-REM,Non-REM,Non-REM,Non-REM,False
1500,Non-REM,Non-REM,Non-REM,Non-REM,False
1501,Non-REM,Non-REM,Non-REM,Non-REM,False
1502,Non-REM,Non-REM,Non-REM,Non-REM,False
1503,Non-REM,Non-REM,Non-REM,Non-REM,False
1504,Non-REM,Non-REM,Non-REM,Non-REM,False
1505,Non-REM,Non-REM,Non-REM,Non-REM,False
1506,Non-REM,Non-REM,Non-REM,Non-REM,False
1507,Non-REM,Non-REM,REM,Non-REM,False
1508,Non-REM,Non-REM,Non-REM,Non-REM,False
1509,Non-REM,Non-REM,Non-REM,Non-REM,False
1510,Non-REM,Non-REM,REM,Non-REM,False
1511,Non-REM,Non-REM,Non-REM,Non-REM,False
1512,Non-REM,Non-REM,REM,Non-REM,False
1513,Non-REM,Non-REM,Non-REM,Non-REM,False
1514,Non-REM,Non-REM,Non-REM,Non-REM,False
1515,Non-REM,Non-REM,Non-REM,Non-REM,False
1516,Non-REM,Non-REM,Non-REM,Non-REM,False
1517,Non-REM,Non-REM,Non-REM,Non-REM,False
1518,Non-REM,Non-REM,Non-REM,Non-REM,False
1519,Non-REM,Non-REM,Non-REM,Non-REM,False
1520,REM,REM,Non-REM,REM,False
1521,Non-REM,Non-REM,REM,Non-REM,False
1522,REM,REM,Non-REM,REM,False
1523,Non-REM,Non-REM,Non-REM,Non-REM,False
1524,REM,REM,Non-REM,REM,False
1525,Non-REM,Non-REM,REM,Non-REM,False
1526,Non-REM,Non-REM,REM,Non-REM,False
1527,Non-REM,Non-REM,REM,Non-REM,False
1528,Non-REM,Non-REM,Non-REM,Non-REM,False
1529,Non-REM,Non-REM,REM,Non-REM,False
1530,Non-REM,Non-REM,Non-REM,Non-REM,False
1531,Non-REM,Non-REM,REM,Non-REM,False
1532,Non-REM,Non-REM,Non-REM,Non-REM,False
1533,Non-REM,Non-REM,Non-REM,Non-REM,False
1534,Non-REM,Non-REM,Non-REM,Non-REM,False
1535,Non-REM,Non-REM,REM,Non-REM,False
1536,REM,REM,REM,REM,False
